======================================================
          DUMPING JIRA DAILY REPORTS
Fri Sep 29 11:44:27 UTC 2017
======================================================
*** Collect from date: 2017-09-28
*** Collect to   date: 2017-09-29
---------------------------
PRTG: retrieving PRTG / HOSTS
API CALL: https://prtg.xtratelecom.es/api/table.xml?username=alvaro.paricio@masmovil.com&passhash=2990680966&count=10000&content=devices&columns=objid,group,host,device,sensor,status,parent,parentid,location,type,name,message&output=csvtable
<Response [200]>
"ID","ID(RAW)","Grupo","Grupo(RAW)","Host","Host(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)","Nodriza","Nodriza(RAW)","ID nodriza","ID nodriza(RAW)","Ubicación","Ubicación(RAW)","Tipo","Tipo(RAW)","Objeto","Objeto(RAW)","Mensaje","Mensaje(RAW)"
"51024","51024","TVC PINOS PUENTE","TVC PINOS PUENTE","10.97.247.6","10.97.247.6","Pinos Puente - CE Parapanda","Pinos Puente - CE Parapanda","","","Disponible","3","","","50778","50778","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Pinos Puente - CE Parapanda","Pinos Puente - CE Parapanda","","OK"
"51026","51026","TVC PINOS PUENTE","TVC PINOS PUENTE","10.97.2.228","10.97.2.228","216009_Pinospuente","216009_Pinospuente","","","Disponible","3","","","50778","50778","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","216009_Pinospuente","216009_Pinospuente","","OK"
"51062","51062","INGENIERIA DE RED BROADCAST","INGENIERIA DE RED BROADCAST","10.97.43.9","10.97.43.9","MikroTik (337295 Ing de red Broadcast Arganda)","MikroTik (337295 Ing de red Broadcast Arganda)","","","Pausado","8","","","51061","51061","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","MikroTik (337295 Ing de red Broadcast Arganda)","MikroTik (337295 Ing de red Broadcast Arganda)","","Pausado por dependencia"
"51259","51259","223000_Coria_Bckp","223000_Coria_Bckp","10.97.248.1","10.97.248.1","CE Valencina - Coria","CE Valencina - Coria","","","Disponible","3","","","51258","51258","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CE Valencina - Coria","CE Valencina - Coria","","OK"
"51264","51264","223000_Coria_Bckp","223000_Coria_Bckp","10.97.248.2","10.97.248.2","Coria - CE Valencina","Coria - CE Valencina","","","Disponible","3","","","51258","51258","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Coria - CE Valencina","Coria - CE Valencina","","OK"
"51283","51283","223000_Coria_Bckp","223000_Coria_Bckp","10.97.15.184","10.97.15.184","223000_coriatv_bckp","223000_coriatv_bckp","","","Disponible","3","","","51258","51258","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","223000_coriatv_bckp","223000_coriatv_bckp","","OK"
"51931","51931","ICX PILAS","ICX PILAS","212.231.2.45","212.231.2.45","sw278000_Pilas_10gb(3gb)","sw278000_Pilas_10gb(3gb)","","","Disponible","3","","","36487","36487","","Calle Reina de las Marismas 29 41840 Pilas (Sevilla)","Aparato","device","sw278000_Pilas_10gb(3gb)","sw278000_Pilas_10gb(3gb)","","OK"
"51996","51996","VALLEY DIGITAL","VALLEY DIGITAL","10.97.19.245","10.97.19.245","337322_Valley_100M_Ufinet","337322_Valley_100M_Ufinet","","","Disponible","3","","","51995","51995","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","337322_Valley_100M_Ufinet","337322_Valley_100M_Ufinet","","OK"
"51998","51998","VALLEY DIGITAL","VALLEY DIGITAL","212.230.26.254","212.230.26.254","337322_Valley_CR15ING","337322_Valley_CR15ING","","","Disponible","3","","","51995","51995","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","337322_Valley_CR15ING","337322_Valley_CR15ING","","OK"
"52064","52064","DANIEL MORENO FERIA","DANIEL MORENO FERIA","10.97.248.3","10.97.248.3","Pilas - Villamanrique","Pilas - Villamanrique","","","Disponible","3","","","52063","52063","","Calle Reina de las Marismas 29 41840 Pilas (Sevilla)","Aparato","device","Pilas - Villamanrique","Pilas - Villamanrique","","OK"
"52101","52101","DANIEL MORENO FERIA","DANIEL MORENO FERIA","10.97.248.4","10.97.248.4","Villamanrique - Pilas","Villamanrique - Pilas","","","Disponible","3","","","52063","52063","","Calle Reina de las Marismas 29 41840 Pilas (Sevilla)","Aparato","device","Villamanrique - Pilas","Villamanrique - Pilas","","OK"
"52162","52162","T-FORMA","T-FORMA","212.230.130.8","212.230.130.8","335881_T-forma_100M_Ono_Principal","335881_T-forma_100M_Ono_Principal","","","Disponible","3","","","50535","50535","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","335881_T-forma_100M_Ono_Principal","335881_T-forma_100M_Ono_Principal","","OK"
"52175","52175","METALURGIAS MARTINEZ","METALURGIAS MARTINEZ","212.230.124.32","212.230.124.32","Metalmar_Arquimedes_312927_Neo_10M","Metalmar_Arquimedes_312927_Neo_10M","","","Disponible","3","","","39030","39030","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Metalmar_Arquimedes_312927_Neo_10M","Metalmar_Arquimedes_312927_Neo_10M","","OK"
"52190","52190","BELGICAST","BELGICAST","212.230.120.121","212.230.120.121","337027_Belgicast_#4512","337027_Belgicast_#4512","","","Disponible","3","","","52189","52189","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","337027_Belgicast_#4512","337027_Belgicast_#4512","","OK"
"52208","52208","GIBSEN INVESTMENTS","GIBSEN INVESTMENTS","212.230.125.26","212.230.125.26","Gibsen_336726#4520","Gibsen_336726#4520","","","Disponible","3","","","52207","52207","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Gibsen_336726#4520","Gibsen_336726#4520","","OK"
"52219","52219","ROHDE & SCHWARZ","ROHDE & SCHWARZ","10.97.9.246","10.97.9.246","ROHDE_309642_Madrid","ROHDE_309642_Madrid","","","Disponible","3","","","38614","38614","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","ROHDE_309642_Madrid","ROHDE_309642_Madrid","","OK"
"52229","52229","FITEX","FITEX","10.97.2.245","10.97.2.245","332879_Fitex_Caceres_20M_Ono_Backup","332879_Fitex_Caceres_20M_Ono_Backup","","","Disponible","3","","","35860","35860","","Avenida Ruta de la Plata 12 10001 Cáceres","Aparato","device","332879_Fitex_Caceres_20M_Ono_Backup","332879_Fitex_Caceres_20M_Ono_Backup","","OK"
"52295","52295","F42532 - GRUPO ATISA BPO","F42532 - GRUPO ATISA BPO","10.97.9.244","10.97.9.244","F42532_Atisa","F42532_Atisa","","","Disponible","3","","","52294","52294","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","F42532_Atisa","F42532_Atisa","","OK"
"52303","52303","F42532 - GRUPO ATISA BPO","F42532 - GRUPO ATISA BPO","10.97.43.169","10.97.43.169","F42532_Atisa_bckp","F42532_Atisa_bckp","","","Disponible","3","","","52294","52294","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","F42532_Atisa_bckp","F42532_Atisa_bckp","","OK"
"52315","52315","CORPORACION FINANCIERA ARCO","CORPORACION FINANCIERA ARCO","212.230.121.219","212.230.121.219","CorporacionArco_Main 336003","CorporacionArco_Main 336003","","","Disponible","3","","","52314","52314","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CorporacionArco_Main 336003","CorporacionArco_Main 336003","","OK"
"52321","52321","CORPORACION FINANCIERA ARCO","CORPORACION FINANCIERA ARCO","212.230.121.218","212.230.121.218","CorporacionArco_Bkp 336003","CorporacionArco_Bkp 336003","","","Disponible","3","","","52314","52314","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CorporacionArco_Bkp 336003","CorporacionArco_Bkp 336003","","OK"
"52355","52355","Club Nautico Sevilla","Club Nautico Sevilla","212.230.125.22","212.230.125.22","Club Nautico Sevilla 337312","Club Nautico Sevilla 337312","","","Disponible","3","","","52354","52354","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Club Nautico Sevilla 337312","Club Nautico Sevilla 337312","","OK"
"52436","52436","EXPERT TIMING SYSTEM","EXPERT TIMING SYSTEM","10.97.43.41","10.97.43.41","330878_Expert_Timing_bckp_LTE","330878_Expert_Timing_bckp_LTE","","","Disponible","3","","","52424","52424","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330878_Expert_Timing_bckp_LTE","330878_Expert_Timing_bckp_LTE","","OK"
"52488","52488","MDC_QUENTURE","MDC_QUENTURE","10.97.15.180","10.97.15.180","326678_Instalvia","326678_Instalvia","","","Disponible","3","","","37310","37310","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","326678_Instalvia","326678_Instalvia","","OK"
"52506","52506","SICE","SICE","212.230.125.3","212.230.125.3","SICE_312927_Neo_10M_Sant_Boi _bckp","SICE_312927_Neo_10M_Sant_Boi _bckp","","","Disponible","3","","","38436","38436","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","SICE_312927_Neo_10M_Sant_Boi _bckp","SICE_312927_Neo_10M_Sant_Boi _bckp","","OK"
"52521","52521","CT ZARAGOZA","CT ZARAGOZA","212.230.121.39","212.230.121.39","GEASA_main","GEASA_main","","","Disponible","3","","","8657","8657","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","GEASA_main","GEASA_main","","OK"
"52523","52523","CT ZARAGOZA","CT ZARAGOZA","212.230.98.253","212.230.98.253","GEASA_Z_BACKUP","GEASA_Z_BACKUP","","","Disponible","3","","","8657","8657","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","GEASA_Z_BACKUP","GEASA_Z_BACKUP","","OK"
"52549","52549","OFICINA - BARCELONA","OFICINA - BARCELONA","10.97.14.252","10.97.14.252","Oficina Barcelona_PPAL_ADAMO","Oficina Barcelona_PPAL_ADAMO","","","Disponible","3","","","54823","54823","","Calle Isabel de colbrand 6. Madrid","Aparato","device","Oficina Barcelona_PPAL_ADAMO","Oficina Barcelona_PPAL_ADAMO","","OK"
"52563","52563","MEZQUITA MOTOR","MEZQUITA MOTOR","212.230.127.170","212.230.127.170","Mezquita_Jerez_335056 (Mezquita Motor Jerez) [Cisco IOS ADSL Cisco Device]","Mezquita_Jerez_335056 (Mezquita Motor Jerez) [Cisco IOS ADSL Cisco Device]","","","Disponible","3","","","42400","42400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Mezquita_Jerez_335056 (Mezquita Motor Jerez) [Cisco IOS ADSL Cisco Device]","Mezquita_Jerez_335056 (Mezquita Motor Jerez) [Cisco IOS ADSL Cisco Device]","","OK"
"52586","52586","PRODUCTOS FLORIDA","PRODUCTOS FLORIDA","212.230.125.9","212.230.125.9","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","","","Disponible","3","","","37967","37967","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","330897_Neo_20M_PRODUCTOS_FLORIDA_Valencia (PRODUCTOS FLORIDA - SEDE Valencia) [Cisco IOS Cisco Device]","","OK"
"52644","52644","337145 Siemens Site Of. Sevilla Este","337145 Siemens Site Of. Sevilla Este","10.97.248.7","10.97.248.7","(CEX Valencina - Siemens Sevilla)","(CEX Valencina - Siemens Sevilla)","","","Disponible","3","","","54400","54400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","(CEX Valencina - Siemens Sevilla)","(CEX Valencina - Siemens Sevilla)","","OK"
"52656","52656","337145 Siemens Site Of. Sevilla Este","337145 Siemens Site Of. Sevilla Este","10.97.248.8","10.97.248.8","(Siemens Sevilla - CEX Valencina)","(Siemens Sevilla - CEX Valencina)","","","Disponible","3","","","54400","54400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","(Siemens Sevilla - CEX Valencina)","(Siemens Sevilla - CEX Valencina)","","OK"
"52710","52710","337145 Siemens Site Of. Sevilla Este","337145 Siemens Site Of. Sevilla Este","10.97.248.249","10.97.248.249","sw337145_Siemens","sw337145_Siemens","","","Disponible","3","","","54400","54400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","sw337145_Siemens","sw337145_Siemens","","OK"
"52777","52777","ROHDE & SCHWARZ","ROHDE & SCHWARZ","10.97.14.246","10.97.14.246","ROHDE_309642_Barcelona","ROHDE_309642_Barcelona","","","Disponible","3","","","38614","38614","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","ROHDE_309642_Barcelona","ROHDE_309642_Barcelona","","OK"
"52788","52788","NORGABE","NORGABE","212.230.121.215","212.230.121.215","336852_VIGO_GPON","336852_VIGO_GPON","","","Disponible","3","","","52787","52787","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","336852_VIGO_GPON","336852_VIGO_GPON","","OK"
"52790","52790","NORGABE","NORGABE","212.230.121.214","212.230.121.214","336852_Granda_GPON","336852_Granda_GPON","","","Disponible","3","","","52787","52787","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","336852_Granda_GPON","336852_Granda_GPON","","OK"
"52802","52802","NORGABE","NORGABE","212.230.121.213","212.230.121.213","336852_Gijon_GPON","336852_Gijon_GPON","","","Disponible","3","","","52787","52787","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","336852_Gijon_GPON","336852_Gijon_GPON","","OK"
"52869","52869","337145 Siemens Site Of. Sevilla Este","337145 Siemens Site Of. Sevilla Este","10.97.16.232","10.97.16.232","rou337145_Siemens (HSRP)","rou337145_Siemens (HSRP)","","","Disponible","3","","","54400","54400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","rou337145_Siemens (HSRP)","rou337145_Siemens (HSRP)","","OK"
"52885","52885","337145 Siemens Site Housing Axion Valencina","337145 Siemens Site Housing Axion Valencina","10.97.15.208","10.97.15.208","r337145_Siemens-CEX-Val","r337145_Siemens-CEX-Val","","","Disponible","3","","","54401","54401","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r337145_Siemens-CEX-Val","r337145_Siemens-CEX-Val","","OK"
"53025","53025","CVNE (compañia vinícola norte españa )","CVNE (compañia vinícola norte españa )","212.230.121.40","212.230.121.40","333967_Cvne_SANTBOI_BT","333967_Cvne_SANTBOI_BT","","","Disponible","3","","","40236","40236","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","333967_Cvne_SANTBOI_BT","333967_Cvne_SANTBOI_BT","","OK"
"53065","53065","WIFIMUR","WIFIMUR","10.97.255.5","10.97.255.5","CE Hurchillo - Wifimur","CE Hurchillo - Wifimur","","","Disponible","3","","","48456","48456","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CE Hurchillo - Wifimur","CE Hurchillo - Wifimur","","OK"
"53093","53093","WIFIMUR","WIFIMUR","10.97.255.6","10.97.255.6","Wifimur - CE Hurchillo","Wifimur - CE Hurchillo","","","Disponible","3","","","48456","48456","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Wifimur - CE Hurchillo","Wifimur - CE Hurchillo","","OK"
"53105","53105","AIREBULLAS CT Monte Atalayas","AIREBULLAS CT Monte Atalayas","10.97.10.206","10.97.10.206","F33387_Airebullas_switch","F33387_Airebullas_switch","","","Pausado","8","","","48706","48706","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","F33387_Airebullas_switch","F33387_Airebullas_switch","","Pausado por dependencia"
"53253","53253","CT SEVILLA","CT SEVILLA","212.230.124.96","212.230.124.96","Gescosa_S_LTE","Gescosa_S_LTE","","","Disponible","3","","","8658","8658","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Gescosa_S_LTE","Gescosa_S_LTE","","OK"
"53382","53382","MT8","MT8","10.97.40.252","10.97.40.252","r216354_Innova-BGP","r216354_Innova-BGP","","","Disponible","3","","","53381","53381","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r216354_Innova-BGP","r216354_Innova-BGP","","OK"
"53396","53396","MAD","MAD","10.97.18.248","10.97.18.248","r626166_CondeNast_1","r626166_CondeNast_1","","","Disponible","3","","","53416","53416","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r626166_CondeNast_1","r626166_CondeNast_1","","OK"
"53398","53398","MAD","MAD","10.97.18.246","10.97.18.246","r626166_CondeNast_2","r626166_CondeNast_2","","","Disponible","3","","","53416","53416","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r626166_CondeNast_2","r626166_CondeNast_2","","OK"
"53418","53418","MAXEN TECHNOLOGIES","MAXEN TECHNOLOGIES","10.97.23.137","10.97.23.137","MAXEN_337563_#4667_BCN","MAXEN_337563_#4667_BCN","","","Disponible","3","","","53417","53417","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","MAXEN_337563_#4667_BCN","MAXEN_337563_#4667_BCN","","OK"
"53428","53428","VIVISOL","VIVISOL","212.230.125.27","212.230.125.27","JLV_ARGANDA ppal","JLV_ARGANDA ppal","","","Disponible","3","","","40812","40812","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","JLV_ARGANDA ppal","JLV_ARGANDA ppal","","OK"
"53456","53456","VIVISOL","VIVISOL","212.230.95.42","212.230.95.42","JLV_ARGANDA bckp","JLV_ARGANDA bckp","","","Disponible","3","","","40812","40812","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","JLV_ARGANDA bckp","JLV_ARGANDA bckp","","OK"
"53463","53463","FITEX","FITEX","212.230.98.198","212.230.98.198","337018_Fitex_Arroyo de la luz_Caceres","337018_Fitex_Arroyo de la luz_Caceres","","","Disponible","3","","","35860","35860","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","337018_Fitex_Arroyo de la luz_Caceres","337018_Fitex_Arroyo de la luz_Caceres","","OK"
"53545","53545","CE AXION CARMONA 1","CE AXION CARMONA 1","10.97.248.9","10.97.248.9","CEX Valencina - CEX Carmona","CEX Valencina - CEX Carmona","","","Disponible","3","","","53524","53524","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CEX Valencina - CEX Carmona","CEX Valencina - CEX Carmona","","OK"
"53557","53557","CE AXION CARMONA 1","CE AXION CARMONA 1","10.97.248.10","10.97.248.10","CEX Carmona - CEX Valencina","CEX Carmona - CEX Valencina","","","Disponible","3","","","53524","53524","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CEX Carmona - CEX Valencina","CEX Carmona - CEX Valencina","","OK"
"53569","53569","CE AXION CARMONA 1","CE AXION CARMONA 1","10.97.16.230","10.97.16.230","agw_carmona_#1","agw_carmona_#1","","","Disponible","3","","","53524","53524","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","agw_carmona_#1","agw_carmona_#1","","OK"
"53586","53586","MULTIVISION TRIGUEROS","MULTIVISION TRIGUEROS","10.97.252.11","10.97.252.11","CPD ONO Huelva - Trigueros (maestra)","CPD ONO Huelva - Trigueros (maestra)","","","Disponible","3","","","53585","53585","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CPD ONO Huelva - Trigueros (maestra)","CPD ONO Huelva - Trigueros (maestra)","","OK"
"53593","53593","MULTIVISION TRIGUEROS","MULTIVISION TRIGUEROS","10.97.252.12","10.97.252.12","Trigueros - CPD ONO Huelva (esclava)","Trigueros - CPD ONO Huelva (esclava)","","","Disponible","3","","","53585","53585","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Trigueros - CPD ONO Huelva (esclava)","Trigueros - CPD ONO Huelva (esclava)","","OK"
"53608","53608","MULTIVISION TRIGUEROS","MULTIVISION TRIGUEROS","10.97.252.100","10.97.252.100","swi_C216081","swi_C216081","","","Disponible","3","","","53585","53585","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","swi_C216081","swi_C216081","","OK"
"53627","53627","MULTIVISION TRIGUEROS","MULTIVISION TRIGUEROS","10.97.15.182","10.97.15.182","rou_216081_Multivision_Trigueros","rou_216081_Multivision_Trigueros","","","Disponible","3","","","53585","53585","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","rou_216081_Multivision_Trigueros","rou_216081_Multivision_Trigueros","","OK"
"53640","53640","VIRSON 200Mbps","VIRSON 200Mbps","10.97.253.150","10.97.253.150","sw281000_Virson","sw281000_Virson","","","Disponible","3","","","48868","48868","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","sw281000_Virson","sw281000_Virson","","OK"
"53667","53667","216009 TVC Pinos Puente","216009 TVC Pinos Puente","10.97.2.228","10.97.2.228","Pinospuente","Pinospuente","","","Disponible","3","","","53666","53666","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Pinospuente","Pinospuente","","OK"
"53670","53670","INNOVASUR","INNOVASUR","10.97.31.227","10.97.31.227","s216354_Innova-Lagar","s216354_Innova-Lagar","","","Disponible","3","","","53669","53669","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","s216354_Innova-Lagar","s216354_Innova-Lagar","","OK"
"53714","53714","NETWORK BACKUP","NETWORK BACKUP","10.97.18.250","10.97.18.250","Network_Backup_337386_100M_Ufinet","Network_Backup_337386_100M_Ufinet","","","Disponible","3","","","53713","53713","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Network_Backup_337386_100M_Ufinet","Network_Backup_337386_100M_Ufinet","","OK"
"53729","53729","SICE","SICE","176.222.91.1","176.222.91.1","SICE_312927_Sarenet_10M_Sant_Boi_Principal","SICE_312927_Sarenet_10M_Sant_Boi_Principal","","","Disponible","3","","","38436","38436","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","SICE_312927_Sarenet_10M_Sant_Boi_Principal","SICE_312927_Sarenet_10M_Sant_Boi_Principal","","OK"
"53738","53738","INNOVASUR","INNOVASUR","10.97.31.225","10.97.31.225","s216354_Innova-Jaen","s216354_Innova-Jaen","","","Disponible","3","","","53669","53669","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","s216354_Innova-Jaen","s216354_Innova-Jaen","","OK"
"53740","53740","INNOVASUR","INNOVASUR","10.97.31.226","10.97.31.226","s216354_Innova-Torredelcampo","s216354_Innova-Torredelcampo","","","Disponible","3","","","53669","53669","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","s216354_Innova-Torredelcampo","s216354_Innova-Torredelcampo","","OK"
"53906","53906","Trinidad Lopez","Trinidad Lopez","10.97.248.15","10.97.248.15","CEX Carmona - Marchena (Device 3)","CEX Carmona - Marchena (Device 3)","","","Disponible","3","","","53905","53905","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CEX Carmona - Marchena (Device 3)","CEX Carmona - Marchena (Device 3)","","OK"
"53910","53910","Trinidad Lopez","Trinidad Lopez","10.97.248.16","10.97.248.16","Marchena - CEX Carmona (Device 4)","Marchena - CEX Carmona (Device 4)","","","Disponible","3","","","53905","53905","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Marchena - CEX Carmona (Device 4)","Marchena - CEX Carmona (Device 4)","","OK"
"53930","53930","Trinidad Lopez","Trinidad Lopez","10.97.16.224","10.97.16.224","rou_216438_Trinidad_Lopez_200Mbps","rou_216438_Trinidad_Lopez_200Mbps","","","Disponible","3","","","53905","53905","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","rou_216438_Trinidad_Lopez_200Mbps","rou_216438_Trinidad_Lopez_200Mbps","","OK"
"53944","53944","Jose Manuel Garcia","Jose Manuel Garcia","10.97.248.13","10.97.248.13","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","","","Disponible","3","","","53943","53943","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","","OK"
"53949","53949","Jose Manuel Garcia","Jose Manuel Garcia","10.97.248.14","10.97.248.14","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","","","Disponible","3","","","53943","53943","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","","OK"
"53968","53968","Jose Manuel Garcia","Jose Manuel Garcia","10.97.16.226","10.97.16.226","rou_216440_Jose_Manuel_Garcia","rou_216440_Jose_Manuel_Garcia","","","Disponible","3","","","53943","53943","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","rou_216440_Jose_Manuel_Garcia","rou_216440_Jose_Manuel_Garcia","","OK"
"54021","54021","Grupo Yamm","Grupo Yamm","212.230.125.6","212.230.125.6","334219_G.YAMM_Madrid","334219_G.YAMM_Madrid","","","Pausado","8","","","54020","54020","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","334219_G.YAMM_Madrid","334219_G.YAMM_Madrid","","Pausado por dependencia"
"54098","54098","BUSINESS PROCESS AND CONSULTING","BUSINESS PROCESS AND CONSULTING","128.65.152.168","128.65.152.168","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","","","Disponible","3","","","48605","48605","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","128.65.152.168 (BUSINESS PROCESS AND CONSULTING 40M (RONDA))","","OK"
"54140","54140","HOTEL GRILL","HOTEL GRILL","212.230.131.70","212.230.131.70","337126_Hotel_Grill","337126_Hotel_Grill","","","Disponible","3","","","54139","54139","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","337126_Hotel_Grill","337126_Hotel_Grill","","OK"
"54312","54312","NODO - ITX","NODO - ITX","10.97.250.102","10.97.250.102","PC-IGMP-MAD-ITX (PRUEBAS IGMP INTERXION)","PC-IGMP-MAD-ITX (PRUEBAS IGMP INTERXION)","","","Disponible","3","","","36001","36001","","interxion C/ Albasanz, 71 Madrid","Aparato","device","PC-IGMP-MAD-ITX (PRUEBAS IGMP INTERXION)","PC-IGMP-MAD-ITX (PRUEBAS IGMP INTERXION)","","OK"
"54346","54346","NODO SAN MIGUEL","NODO SAN MIGUEL","212.231.2.89","212.231.2.89","r215005_CanalTv","r215005_CanalTv","","","Disponible","3","","","44023","44023","","C/ JOAQUIN ORTUÑO 3 San Miguel de Salinas (Alicante)","Aparato","device","r215005_CanalTv","r215005_CanalTv","","OK"
"54395","54395","337145 Siemens Site Of. Sevilla Este","337145 Siemens Site Of. Sevilla Este","212.230.98.129","212.230.98.129","r337145_Sev-Adsl","r337145_Sev-Adsl","","","Disponible","3","","","54400","54400","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","r337145_Sev-Adsl","r337145_Sev-Adsl","","OK"
"54405","54405","FONEXION","FONEXION","10.97.113.229","10.97.113.229","Fonexion LTE 20M Bilbao","Fonexion LTE 20M Bilbao","","","Pausado","8","","","54404","54404","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Fonexion LTE 20M Bilbao","Fonexion LTE 20M Bilbao","","Pausado por dependencia"
"54431","54431","FONEXION","FONEXION","212.230.50.68","212.230.50.68","Fonexion ADSL 8M Gordexola","Fonexion ADSL 8M Gordexola","","","Pausado","8","","","54404","54404","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","Fonexion ADSL 8M Gordexola","Fonexion ADSL 8M Gordexola","","Pausado por dependencia"
"54451","54451","TROX","TROX","10.97.23.101","10.97.23.101","TROX_BILB_FTTH_300M_326498","TROX_BILB_FTTH_300M_326498","","","Disponible","3","","","35674","35674","","via de las dos castillas 33, pozuelo de alarcon","Aparato","device","TROX_BILB_FTTH_300M_326498","TROX_BILB_FTTH_300M_326498","","OK"
